"Subject","ID","Context","Stimulus","Truth Value","RT","Category","Correct","Check","PrsntOrd","Column1",,,
104,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",8.204,"Control","V","",9,"",,,
104,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.254,"Control","V","",17,"",,,
105,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",3.241,"Critical1 NC","F","",33,"1NC",,,
105,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.187,"Critical1 NC","V","",4,"1NC",,,
105,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",3.7,"Critical1 NC","V","",13,"1NC",,,
105,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",2.866,"Critical1 NC","V","",36,"1NC",,,
105,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",5.618,"Critical1 NC","F","",16,"1NC",,,
105,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",4.411,"Critical1 NC","V","",7,"1NC",,,
105,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",3.795,"Critical1 NC","F","",26,"1NC",,,
105,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",3.858,"Critical1 NC","F","",21,"1NC",,,
105,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",6.01,"Critical2 DN","V","",6,"3DN",,,
105,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",4.641,"Critical2 DN","F","",20,"3DN",,,
105,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",5.448,"Critical2 DN","V","",5,"3DN",,,
105,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",4.77,"Critical2 DN","F","",38,"3DN",,,
105,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",6.488,"Critical2 DN","V","",15,"3DN",,,
105,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",3.723,"Critical2 DN","F","",32,"3DN",,,
105,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",5.203,"Critical2 DN","F","",22,"3DN",,,
105,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",5.642,"Critical2 DN","V","",28,"3DN",,,
105,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",4.676,"Critical3 NegOb","V","",31,"",,,
105,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",5.394,"Critical3 NegOb","V","",9,"",,,
105,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",2.738,"Critical3 NegOb","F","",29,"",,,
105,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",2.884,"Critical3 NegOb","F","",18,"",,,
105,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",4.394,"Critical3 NegOb","F","",39,"",,,
105,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.163,"Critical3 NegOb","V","",14,"",,,
105,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.628,"Critical3 NegOb","V","",3,"",,,
105,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",3.539,"Critical3 NegOb","F","",23,"",,,
105,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",4.963,"Critical4 NegSub","V","",37,"",,,
105,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",6.661,"Critical4 NegSub","F","",2,"",,,
105,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",4.266,"Critical4 NegSub","V","",34,"",,,
105,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",3.425,"Critical4 NegSub","V","",11,"",,,
105,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",4.836,"Critical4 NegSub","V","",30,"",,,
105,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",5.459,"Critical4 NegSub","F","",8,"",,,
105,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",5.546,"Critical4 NegSub","F","",25,"",,,
105,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",4.354,"Critical4 NegSub","F","",19,"",,,
105,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",2.403,"Control","F","",10,"",,,
105,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",4.85,"Control","V","",27,"",,,
105,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",7.609,"Control","F","",1,"",,,
105,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",3.506,"Control","F","",24,"",,,
105,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",2.826,"Control","V","",12,"",,,
105,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",2.521,"Control","F","",40,"",,,
105,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",3.643,"Control","V","",17,"",,,
105,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",2.93,"Control","V","",35,"",,,
106,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",7.859,"Critical1 NC","F","",23,"1NC",,,
106,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",2.411,"Critical1 NC","V","",33,"1NC",,,
106,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",4.45,"Critical1 NC","V","",10,"1NC",,,
106,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","F",4.889,"Critical1 NC","V","1",2,"4NC Mismatch",,,
106,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",3.891,"Critical1 NC","F","",28,"1NC",,,
106,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",2.835,"Critical1 NC","V","",38,"1NC",,,
106,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",4.179,"Critical1 NC","F","",18,"1NC",,,
106,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",6.138,"Critical1 NC","F","",14,"1NC",,,
106,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","F",4.483,"Critical2 DN","V","1",31,"2DN Mismatch",,,
106,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","V",5.362,"Critical2 DN","F","1",12,"2DN Mismatch",,,
106,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","F",8.049,"Critical2 DN","V","1",4,"2DN Mismatch",,,
106,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","V",4.315,"Critical2 DN","F","1",37,"2DN Mismatch",,,
106,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",6.034,"Critical2 DN","V","",25,"3DN",,,
106,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","V",7.891,"Critical2 DN","F","1",16,"2DN Mismatch",,,
106,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",4.05,"Critical2 DN","F","",30,"3DN",,,
106,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",5.714,"Critical2 DN","V","",8,"3DN",,,
106,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",5.651,"Critical3 NegOb","V","",6,"",,,
106,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",4.483,"Critical3 NegOb","V","",26,"",,,
106,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",5.411,"Critical3 NegOb","F","",13,"",,,
106,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",2.45,"Critical3 NegOb","F","",20,"",,,
106,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",7.875,"Critical3 NegOb","F","",32,"",,,
106,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",1.882,"Critical3 NegOb","V","",36,"",,,
106,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",6.138,"Critical3 NegOb","V","",21,"",,,
106,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",6.073,"Critical3 NegOb","F","",3,"",,,
106,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",4.578,"Critical4 NegSub","V","",40,"",,,
106,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",5.851,"Critical4 NegSub","F","",35,"",,,
106,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",3.659,"Critical4 NegSub","V","",19,"",,,
106,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",8.903,"Critical4 NegSub","V","",1,"",,,
106,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",5.98,"Critical4 NegSub","V","",22,"",,,
106,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",5.098,"Critical4 NegSub","F","",11,"",,,
106,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.515,"Critical4 NegSub","F","",29,"",,,
106,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",7.467,"Critical4 NegSub","F","",9,"",,,
106,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",1.634,"Control","F","",39,"",,,
106,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",2.699,"Control","V","",34,"",,,
106,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",2.051,"Control","F","",17,"",,,
106,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",4.067,"Control","F","",15,"",,,
106,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.483,"Control","V","",24,"",,,
106,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",3.035,"Control","F","",5,"",,,
106,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",6.098,"Control","V","",27,"",,,
106,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","F",3.578,"Control","V","1",7,"",,,
107,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",3.195,"Critical1 NC","F","",38,"1NC",,,
107,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",3.69,"Critical1 NC","V","",26,"1NC",,,
107,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",3.89,"Critical1 NC","V","",21,"1NC",,,
107,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",3.555,"Critical1 NC","V","",9,"1NC",,,
107,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",5.833,"Critical1 NC","F","",4,"1NC",,,
107,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",3.786,"Critical1 NC","V","",32,"1NC",,,
107,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",4.171,"Critical1 NC","F","",12,"1NC",,,
107,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",3.77,"Critical1 NC","F","",17,"1NC",,,
107,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",5.243,"Critical2 DN","V","",36,"3DN",,,
107,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",5.562,"Critical2 DN","F","",33,"3DN",,,
107,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",3.754,"Critical2 DN","V","",24,"3DN",,,
107,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",4.322,"Critical2 DN","F","",28,"3DN",,,
107,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","F",5.154,"Critical2 DN","V","1",5,"2DN Mismatch",,,
107,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",6.417,"Critical2 DN","F","",6,"3DN",,,
107,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",6.019,"Critical2 DN","F","",18,"3DN",,,
107,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",5.69,"Critical2 DN","V","",13,"3DN",,,
107,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",3.306,"Critical3 NegOb","V","",27,"",,,
107,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",3.723,"Critical3 NegOb","V","",40,"",,,
107,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",4.066,"Critical3 NegOb","F","",7,"",,,
107,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.85,"Critical3 NegOb","F","",3,"",,,
107,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",3.435,"Critical3 NegOb","F","",34,"",,,
107,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.939,"Critical3 NegOb","V","",19,"",,,
107,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.819,"Critical3 NegOb","V","",15,"",,,
107,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",3.948,"Critical3 NegOb","F","",22,"",,,
107,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",3.947,"Critical4 NegSub","V","",37,"",,,
107,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",4.22,"Critical4 NegSub","F","",8,"",,,
107,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",4.042,"Critical4 NegSub","V","",30,"",,,
107,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",8.164,"Critical4 NegSub","V","",35,"",,,
107,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",11.28,"Critical4 NegSub","V","",1,"",,,
107,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",3.69,"Critical4 NegSub","F","",23,"",,,
107,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.483,"Critical4 NegSub","F","",20,"",,,
107,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",4.899,"Critical4 NegSub","F","",14,"",,,
107,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",3.322,"Control","F","",2,"",,,
107,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",4.163,"Control","V","",25,"",,,
107,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",2.18,"Control","F","",31,"",,,
107,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",3.971,"Control","F","",16,"",,,
107,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.627,"Control","V","",29,"",,,
107,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","V",2.643,"Control","F","1",10,"",,,
107,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",4.003,"Control","V","",39,"",,,
107,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",3.217,"Control","V","",11,"",,,
108,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",6.745,"Critical1 NC","F","",11,"1NC",,,
108,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.748,"Critical1 NC","V","",29,"1NC",,,
108,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",5.739,"Critical1 NC","V","",10,"1NC",,,
108,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",3.467,"Critical1 NC","V","",40,"1NC",,,
108,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",9.924,"Critical1 NC","F","",16,"1NC",,,
108,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",8.787,"Critical1 NC","V","",4,"1NC",,,
108,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",7.051,"Critical1 NC","F","",21,"1NC",,,
108,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",5.676,"Critical1 NC","F","",31,"1NC",,,
108,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","F",8.29,"Critical2 DN","V","1",14,"2DN Mismatch",,,
108,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","V",11.66,"Critical2 DN","F","1",2,"2DN Mismatch",,,
108,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","F",6.186,"Critical2 DN","V","1",20,"2DN Mismatch",,,
108,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",11.41,"Critical2 DN","F","",27,"3DN",,,
108,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","F",13.05,"Critical2 DN","V","1",33,"2DN Mismatch",,,
108,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",6.811,"Critical2 DN","F","",39,"3DN",,,
108,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",10.57,"Critical2 DN","F","1",7,"2DN Mismatch",,,
108,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","F",14.24,"Critical2 DN","V","1",24,"2DN Mismatch",,,
108,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",5.082,"Critical3 NegOb","V","",35,"",,,
108,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",6.378,"Critical3 NegOb","V","",15,"",,,
108,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",10.29,"Critical3 NegOb","F","",18,"",,,
108,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",8.274,"Critical3 NegOb","F","",25,"",,,
108,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",9.378,"Critical3 NegOb","F","",6,"",,,
108,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",4.205,"Critical3 NegOb","V","",5,"",,,
108,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",8.53,"Critical3 NegOb","V","",26,"",,,
108,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",7.849,"Critical3 NegOb","F","",36,"",,,
108,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",8.42,"Critical4 NegSub","V","",28,"",,,
108,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",10.55,"Critical4 NegSub","F","",37,"",,,
108,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",7.914,"Critical4 NegSub","V","",8,"",,,
108,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",12.81,"Critical4 NegSub","V","",19,"",,,
108,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",7.94,"Critical4 NegSub","V","",22,"",,,
108,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",6.907,"Critical4 NegSub","F","",34,"",,,
108,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",13.36,"Critical4 NegSub","F","",1,"",,,
108,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",7.979,"Critical4 NegSub","F","",13,"",,,
108,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",4.867,"Control","F","",3,"",,,
108,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",9.21,"Control","V","",9,"",,,
108,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",4.811,"Control","F","",17,"",,,
108,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",5.97,"Control","F","",23,"",,,
108,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",4.027,"Control","V","",38,"",,,
108,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",4.907,"Control","F","",12,"",,,
108,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",7.619,"Control","V","",30,"",,,
108,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",8.292,"Control","V","",32,"",,,
109,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",5.202,"Critical1 NC","F","",25,"1NC",,,
109,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.059,"Critical1 NC","V","",14,"1NC",,,
109,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",7.62,"Critical1 NC","V","",38,"1NC",,,
109,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",2.243,"Critical1 NC","V","",17,"1NC",,,
109,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",3.321,"Critical1 NC","F","",34,"1NC",,,
109,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","F",3.299,"Critical1 NC","V","1",28,"4NC Mismatch",,,
109,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",3.987,"Critical1 NC","F","",2,"1NC",,,
109,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",3.138,"Critical1 NC","F","",9,"1NC",,,
109,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",3.426,"Critical2 DN","V","",31,"3DN",,,
109,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",3.683,"Critical2 DN","F","",37,"3DN",,,
109,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","F",5.13,"Critical2 DN","V","1",21,"2DN Mismatch",,,
109,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",4.45,"Critical2 DN","F","",7,"3DN",,,
109,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",6.723,"Critical2 DN","V","",11,"3DN",,,
109,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",5.226,"Critical2 DN","F","",26,"3DN",,,
109,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",3.394,"Critical2 DN","F","1",20,"2DN Mismatch",,,
109,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",5.763,"Critical2 DN","V","",4,"3DN",,,
109,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",3.538,"Critical3 NegOb","V","",13,"",,,
109,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","F",2.697,"Critical3 NegOb","V","1",39,"",,,
109,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",3.042,"Critical3 NegOb","F","",32,"",,,
109,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",2.475,"Critical3 NegOb","F","",27,"",,,
109,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",4.859,"Critical3 NegOb","F","",5,"",,,
109,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.923,"Critical3 NegOb","V","",8,"",,,
109,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",7.098,"Critical3 NegOb","V","",22,"",,,
109,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",2.466,"Critical3 NegOb","F","",19,"",,,
109,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","F",4.594,"Critical4 NegSub","V","1",29,"",,,
109,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",3.387,"Critical4 NegSub","F","",33,"",,,
109,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",9.051,"Critical4 NegSub","V","",1,"",,,
109,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","F",4.483,"Critical4 NegSub","V","1",23,"",,,
109,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",3.628,"Critical4 NegSub","V","",10,"",,,
109,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",3.282,"Critical4 NegSub","F","",40,"",,,
109,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.5,"Critical4 NegSub","F","",15,"",,,
109,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",2.916,"Critical4 NegSub","F","",18,"",,,
109,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",4.945,"Control","F","",24,"",,,
109,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","F",3.491,"Control","V","1",36,"",,,
109,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",3.963,"Control","F","",12,"",,,
109,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",3.066,"Control","F","",16,"",,,
109,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","F",3.738,"Control","V","1",35,"",,,
109,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",3.954,"Control","F","",30,"",,,
